Purchasing Document;Item;Req Delivery Date;Delivery Date;Delivery Completed;Requisitioner;Created By;Supplier;Material Group;Terms of Payment
4500086659;30;02.05.2025;07.05.2025;Yes;M89059;D40306;42474166;C503505;Y017
4500086659;40;02.05.2025;07.05.2025;Yes;M89059;D40306;42474166;C503505;Y017
4500086659;50;02.05.2025;07.05.2025;Yes;M89059;D40306;42474166;C503505;Y017
4500086659;60;02.05.2025;07.05.2025;Yes;M89059;D40306;42474166;C503505;Y017
4500086659;70;02.05.2025;07.05.2025;Yes;M89059;D40306;42474166;C503505;Y017
4500087111;50;09.05.2025;07.05.2025;Yes;M89059;D40306;42474166;C503505;Y017
4500087111;60;09.05.2025;07.05.2025;Yes;M89059;D40306;42474166;C503505;Y017
4500072085;10;06.12.2024;18.11.2024;No;A72755;M89400;42475074;C601005;Y016
4500087111;70;09.05.2025;07.05.2025;Yes;M89059;D40306;42474166;C503505;Y017
4500072085;20;06.12.2024;18.11.2024;No;A72755;M89400;42475074;C601005;Y016
4500087111;40;09.05.2025;07.05.2025;Yes;M89059;D40306;42474166;C503505;Y017
4500072091;10;04.12.2024;31.10.2024;No;A73058;B26557;42475192;C760500;Y016
4500087111;30;09.05.2025;07.05.2025;Yes;M89059;D40306;42474166;C503505;Y017
4500072102;10;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500087111;10;09.05.2025;07.05.2025;Yes;M89059;D40306;42474166;C503505;Y017
4500072102;20;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500087111;20;09.05.2025;07.05.2025;Yes;M89059;D40306;42474166;C503505;Y017
4500072102;30;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500077458;10;31.01.2025;08.04.2025;No;R41737;D40306;42474169;C507030;Y009
4500072102;40;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500072102;50;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500072102;60;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500072102;70;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500072102;80;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500072102;90;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500072102;100;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500072102;110;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500067222;90;12.05.2025;;No;C40716;S64912;42474169;C641530;YEM3
4500072102;120;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500067222;100;10.06.2025;;No;C40716;S64912;42474169;C641530;YEM3
4500072102;130;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500067222;110;10.07.2025;;No;C40716;S64912;42474169;C641530;YEM3
4500072102;140;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500067222;120;11.08.2025;;No;C40716;S64912;42474169;C641530;YEM3
4500072102;150;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C331000;Y017
4500072102;160;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500080951;10;31.03.2025;24.03.2025;No;P33601;A75293;42474177;C514000;Y016
4500072102;170;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500086662;10;15.05.2025;;No;G26777;A75293;42474177;C513000;Y016
4500072102;180;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C241005;Y017
4500079026;10;30.04.2025;24.03.2025;No;P33601;B26557;42474177;C514000;YEM3
4500072102;190;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C241005;Y017
4500072102;200;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500072102;210;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C506530;Y017
4500072102;220;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C505010;Y017
4500087792;30;28.04.2025;29.04.2025;Yes;J61208;M89399;42474182;C492005;YEM3
4500072102;230;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500087792;10;28.04.2025;29.04.2025;Yes;J61208;M89399;42474182;C506500;YEM3
4500072102;240;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500087792;20;28.04.2025;29.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500072102;250;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C300515;Y017
4500087794;20;28.04.2025;29.04.2025;No;J61208;M89399;42474182;C300515;YEM3
4500072102;260;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C505010;Y017
4500087794;10;28.04.2025;29.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500072102;270;03.12.2024;09.12.2024;Yes;J61208;M84478;42474182;C505010;Y017
4500065177;10;29.08.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500065177;20;29.08.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072153;10;05.12.2024;29.11.2024;No;E24230;B26557;42474411;C700500;YEM3
4500072153;20;05.12.2024;29.11.2024;No;E24230;B26557;42474411;C700500;YEM3
4500072153;30;05.12.2024;29.11.2024;No;E24230;B26557;42474411;C700500;YEM3
4500072153;40;05.12.2024;29.11.2024;No;E24230;B26557;42474411;C700500;YEM3
4500072153;50;11.12.2024;23.12.2024;No;E24230;B26557;42474411;C700500;YEM3
4500072153;60;11.12.2024;23.12.2024;No;E24230;B26557;42474411;C700500;YEM3
4500072153;70;11.12.2024;23.12.2024;No;E24230;B26557;42474411;C700500;YEM3
4500072153;80;11.12.2024;23.12.2024;No;E24230;B26557;42474411;C700500;YEM3
4500072200;10;27.11.2024;23.01.2025;No;J61208;M89399;42474231;C531500;YEM3
4500072202;10;26.11.2024;31.01.2025;No;D40742;M89399;42474411;C701500;YEM3
4500072268;10;12.11.2024;10.12.2024;Yes;J61208;M89399;42474182;C331000;YEM3
4500079631;20;04.02.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500079631;30;04.02.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500079631;10;04.02.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500057148;20;31.05.2024;;No;J61208;M89399;42474182;C331500;YEM3
4500057148;10;31.05.2024;;No;J61208;M89399;42474182;C331000;YEM3
4500072229;10;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C346100;YEM3
4500072229;20;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C530500;YEM3
4500072229;30;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C531500;YEM3
4500072229;40;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C345015;YEM3
4500072229;50;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C505005;YEM3
4500072229;60;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C312500;YEM3
4500072229;70;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C506530;YEM3
4500072229;80;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C346100;YEM3
4500072229;90;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C404000;YEM3
4500072229;100;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C346100;YEM3
4500072229;110;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C530500;YEM3
4500072229;120;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C345015;YEM3
4500072229;130;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C345015;YEM3
4500072229;140;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C341500;YEM3
4500072229;150;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C345610;YEM3
4500072229;160;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C345015;YEM3
4500072229;170;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C346100;YEM3
4500072229;180;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C345015;YEM3
4500072229;190;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C345015;YEM3
4500072229;200;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C530500;YEM3
4500072229;210;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C312500;YEM3
4500072229;220;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C341500;YEM3
4500072229;230;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C345000;YEM3
4500072229;240;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C345015;YEM3
4500072229;250;10.12.2024;10.12.2024;Yes;M89059;D40306;42474284;C450500;YEM3
4500072236;10;13.12.2024;13.12.2024;Yes;A72755;D40306;42475888;C640500;Y016
4500072236;20;13.12.2024;13.12.2024;Yes;A72755;D40306;42475888;C640500;Y016
4500072238;10;13.12.2024;10.12.2024;Yes;A72755;D40306;42475347;C403000;Y016
4500072238;20;13.12.2024;10.12.2024;Yes;A72755;D40306;42475347;C701000;Y016
4500072238;30;13.12.2024;10.12.2024;Yes;A72755;D40306;42475347;C701000;Y016
4500072238;40;13.12.2024;10.12.2024;Yes;A72755;D40306;42475347;C701000;Y016
4500059346;40;27.05.2024;;No;J61208;M89399;42474182;C331000;YEM3
4500059346;10;27.06.2024;;No;J61208;M89399;42474182;C331500;YEM3
4500059346;30;27.06.2024;;No;J61208;M89399;42474182;C300000;YEM3
4500059346;20;27.06.2024;;No;J61208;M89399;42474182;C330000;YEM3
4500072251;10;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;20;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;30;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;40;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;50;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;60;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;70;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;80;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;90;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;100;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500082759;10;03.03.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;110;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500077976;10;20.01.2025;;No;J61207;M89399;42474182;C500500;YEM3
4500072251;120;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072725;40;07.12.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;130;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072725;30;07.12.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;140;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072725;20;07.12.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;150;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072725;10;07.12.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;160;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;170;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500070512;10;21.10.2024;;No;B26995;M89399;42474182;C531500;YEM3
4500072251;180;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500086340;10;04.04.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;190;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500086340;20;04.04.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;200;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500086340;30;04.04.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;210;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500086340;40;04.04.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;220;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500078814;30;20.01.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;230;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500078814;20;20.01.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;240;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500078814;10;20.01.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;250;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500089638;10;15.05.2025;21.05.2025;Yes;R42111;M89399;42474182;C505015;YEM3
4500072251;260;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500089638;20;15.05.2025;21.05.2025;Yes;R42111;M89399;42474182;C505015;YEM3
4500072251;270;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500089638;30;15.05.2025;21.05.2025;Yes;R42111;M89399;42474182;C505015;YEM3
4500072251;280;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500089638;40;15.05.2025;21.05.2025;Yes;R42111;M89399;42474182;C505015;YEM3
4500072251;290;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500062570;10;01.08.2024;;No;R42111;M89399;42474182;C505015;YEM3
4500072251;300;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500062570;20;01.08.2024;;No;R42111;M89399;42474182;C505015;YEM3
4500072251;310;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500062570;30;22.07.2024;;No;R42111;M89399;42474182;C505015;YEM3
4500072251;320;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500067578;10;24.09.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;330;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500067578;20;24.09.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;340;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500067578;30;24.09.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;350;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;360;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;370;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;380;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500067575;10;24.09.2024;;No;R42111;M89399;42474182;C500500;YEM3
4500072251;390;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500089896;10;20.05.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500072251;400;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500089896;20;20.05.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500072251;410;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500089896;30;20.05.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500072251;420;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500065178;30;29.08.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;430;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500065178;10;29.08.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;440;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500065178;20;29.08.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072251;450;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500072251;460;11.12.2024;02.12.2024;Yes;T31696;A75293;42475502;C740505;Y017
4500066277;10;09.09.2024;;No;B26995;M89399;42474182;C241005;YEM3
4500089909;20;20.05.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500089909;10;20.05.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500089909;30;20.05.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500089909;40;20.05.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500065758;10;10.09.2024;;No;B26995;M89399;42474182;C241005;YEM3
4500091842;10;30.06.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500091842;20;30.06.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500091842;30;30.06.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500091842;40;30.06.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500091842;50;30.06.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500087854;20;28.04.2025;29.04.2025;Yes;J61208;M89399;42474182;C506530;YEM3
4500087854;10;28.04.2025;29.04.2025;Yes;J61208;M89399;42474182;C506500;YEM3
4500072264;10;24.11.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072264;20;24.11.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072264;30;24.11.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072264;40;24.11.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500091798;10;04.06.2025;04.06.2025;Yes;R42111;M89399;42474182;C530500;YEM3
4500066293;10;11.09.2024;;No;B26995;M89399;42474182;C531500;YEM3
4500072288;10;29.10.2024;10.12.2024;Yes;M91531;M89399;42474345;C346100;YEM3
4500089950;10;14.05.2025;13.05.2025;Yes;M85770;M89400;42474182;C241005;Y016
4500070101;10;06.11.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500070101;20;06.11.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500070101;30;06.11.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500072295;10;16.12.2024;10.12.2024;Yes;S67642;M89399;42474345;C346100;YEM3
4500072295;30;16.12.2024;10.12.2024;Yes;S67642;M89399;42474345;C345000;YEM3
4500061971;10;17.07.2024;;No;R42111;M89399;42474182;C500500;YEM3
4500072313;10;19.12.2024;10.12.2024;Yes;S67642;M89399;42474345;C346100;YEM3
4500085060;10;24.03.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500085060;20;24.03.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500085060;30;24.03.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500065234;10;26.08.2024;;No;R42111;M89399;42474182;C500500;YEM3
4500069563;10;16.10.2024;;No;S67642;M89399;42474182;C531500;YEM3
4500061423;20;20.07.2024;;No;R42111;M89399;42474182;C505015;YEM3
4500082370;10;06.03.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500082370;20;06.03.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500082370;30;06.03.2025;;No;R42111;M89399;42474182;C505015;YEM3
4500092705;20;13.06.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500072385;10;15.01.2025;14.01.2025;Yes;M89398;M84478;42474266;C601000;Y017
4500092705;30;13.06.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500072385;20;15.01.2025;14.01.2025;Yes;M89398;M84478;42474266;C450500;Y017
4500092705;40;13.06.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500072385;40;15.01.2025;14.01.2025;Yes;M89398;M84478;42474266;C601000;Y017
4500092705;50;13.06.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500092705;10;13.06.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500076744;10;14.01.2025;;No;J61207;M89399;42474182;C500500;YEM3
4500087727;430;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;10;22.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;30;22.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;380;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C331000;YEM3
4500087727;60;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;50;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;390;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C505010;YEM3
4500087727;70;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;80;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;90;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;100;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;350;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C505010;YEM3
4500087727;110;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;170;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C241005;YEM3
4500087727;140;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C241005;YEM3
4500087727;130;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C241005;YEM3
4500087727;120;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;340;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;360;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;440;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;160;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C241005;YEM3
4500087727;330;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;320;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;310;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;300;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;290;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;280;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;250;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;240;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;230;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;220;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500072579;10;15.01.2025;12.12.2024;Yes;M89398;M84478;42474345;C346100;Y017
4500087727;210;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500072579;20;15.01.2025;12.12.2024;Yes;M89398;M84478;42474345;C346100;Y017
4500087727;410;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;420;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;40;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500072603;10;13.12.2024;13.12.2024;Yes;J61208;D40306;42475347;C300515;Y009
4500087727;260;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;270;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500087727;150;28.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C241005;YEM3
4500087727;20;22.04.2025;23.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500072625;10;16.01.2025;13.11.2024;Yes;T34750;A75293;42474723;C750500;Y017
4500072728;10;15.12.2024;27.12.2024;No;T31696;B26557;42474483;C403000;YEM3
4500072829;10;04.12.2024;06.12.2024;No;K35530;A75293;42475860;C751500;Y017
4500072831;10;16.12.2024;06.12.2024;No;K35530;A75293;42475860;C751500;YEM3
4500072836;10;31.12.2024;31.12.2024;No;K35530;A75293;42475860;C751500;Y016
4500072890;10;20.12.2024;26.11.2024;No;T34466;M89400;42475966;C513500;Y016
4500073520;10;30.12.2024;08.01.2025;Yes;S67642;M89399;42474345;C346100;YEM3
4500073527;10;13.12.2024;17.12.2024;Yes;M89059;D40306;42474324;C492005;Y009
4500073527;20;16.12.2024;17.12.2024;Yes;M89059;D40306;42474324;C492005;Y009
4500073527;30;16.12.2024;17.12.2024;Yes;M89059;D40306;42474324;C492005;Y009
4500073527;40;16.12.2024;17.12.2024;Yes;M89059;D40306;42474324;C480500;Y009
4500073527;50;16.12.2024;17.12.2024;Yes;M89059;D40306;42474324;C492005;Y009
4500073527;60;16.12.2024;17.12.2024;Yes;M89059;D40306;42474324;C506530;Y009
4500073527;70;16.12.2024;17.12.2024;Yes;M89059;D40306;42474324;C506530;Y009
4500080753;20;13.02.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500080753;10;13.02.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500073734;10;28.02.2025;30.12.2024;Yes;A72755;M89400;42475949;C404530;Y016
4500089024;10;30.04.2025;30.04.2025;Yes;R42111;M89399;42474182;C530500;YEM3
4500089632;10;28.04.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500089632;50;28.04.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500089632;40;28.04.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500089632;20;28.04.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500089632;30;28.04.2025;;No;S67642;M89399;42474182;C531500;YEM3
4500073785;10;19.12.2024;09.12.2024;No;T34750;A75293;42474723;C750500;YEM3
4500073961;10;30.04.2025;11.12.2024;No;D40969;B26557;42475063;C613500;YEM3
4500081623;10;13.02.2025;13.02.2025;Yes;R42111;M89399;42474182;C500500;YEM3
4500074044;10;31.12.2024;19.12.2024;Yes;R41736;D40306;42474762;C340500;Y009
4500091843;10;04.06.2025;;No;R42111;M89399;42474182;C530500;YEM3
4500074044;20;31.12.2024;19.12.2024;Yes;R41736;D40306;42474762;C501010;Y009
4500087791;20;28.04.2025;29.04.2025;Yes;J61208;M89399;42474182;C241005;YEM3
4500074044;30;31.12.2024;19.12.2024;Yes;R41736;D40306;42474762;C490545;Y009
4500087791;30;28.04.2025;29.04.2025;Yes;J61208;M89399;42474182;C241005;YEM3
4500074044;40;31.12.2024;19.12.2024;Yes;R41736;D40306;42474762;C490545;Y009
4500087791;10;28.04.2025;29.04.2025;Yes;J61208;M89399;42474182;C241005;YEM3
4500074044;50;31.12.2024;19.12.2024;Yes;R41736;D40306;42474762;C490545;Y009
4500087795;10;28.04.2025;29.04.2025;Yes;J61208;M89399;42474182;C300515;YEM3
4500074044;60;31.12.2024;19.12.2024;Yes;R41736;D40306;42474762;C506530;Y009
4500087795;40;28.04.2025;;No;J61208;M89399;42474182;C241005;YEM3
4500074044;70;31.12.2024;19.12.2024;Yes;R41736;D40306;42474762;C346100;Y009
4500087795;20;28.04.2025;29.04.2025;Yes;J61208;M89399;42474182;C241005;YEM3
4500074049;10;31.12.2024;19.12.2024;Yes;R41736;D40306;42474764;C810500;Y009
4500087795;30;28.04.2025;29.04.2025;Yes;J61208;M89399;42474182;C241005;YEM3
4500074049;20;31.12.2024;19.12.2024;Yes;R41736;D40306;42474764;C810500;Y009
4500089791;10;20.05.2025;21.05.2025;No;R42111;M89399;42474182;C505015;YEM3
4500074049;30;31.12.2024;19.12.2024;Yes;R41736;D40306;42474764;C300515;Y009
4500089791;30;20.05.2025;21.05.2025;No;R42111;M89399;42474182;C505015;YEM3
4500074049;40;31.12.2024;19.12.2024;Yes;R41736;D40306;42474764;C345615;Y009
4500089791;20;20.05.2025;21.05.2025;Yes;R42111;M89399;42474182;C505015;YEM3
4500074049;50;31.12.2024;19.12.2024;Yes;R41736;D40306;42474764;C345615;Y009
